"originalName","newName","logicalPath","contentType","bytes","sha256","sourceUrl","sourceGroup","classification"
"8895630e-7911-4704-bf1f-ceaf60bb58fc.f493e.png","images/texture/free_spins/ko/free_spins.png","texture/free_spins/ko/free_spins","image/png","34061","0c8341e5f954df640caa0b5e231bc09ae6c5278aff966f58275e2bee4c425458","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/88/8895630e-7911-4704-bf1f-ceaf60bb58fc.f493e.png","manifest-native","manifest-confirmed"
"d8c5d3b3-5f4f-43a9-87db-3082ffe8928e.bc6ee.png","images/texture/free_spins/lo/free_spins.png","texture/free_spins/lo/free_spins","image/png","131522","7a4a661f4d50ef02782f9be50bed102be535efbeb508c79258710ad61ad1c88e","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/d8/d8c5d3b3-5f4f-43a9-87db-3082ffe8928e.bc6ee.png","manifest-native","manifest-confirmed"
"09b43e3f-82be-457a-8ecc-252ebbea6842.51e9c.png","images/texture/free_spins/my/free_spins.png","texture/free_spins/my/free_spins","image/png","23468","5248027c9160eded259154273cde62fb70eb2eb74494118214e65df064f74213","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/09/09b43e3f-82be-457a-8ecc-252ebbea6842.51e9c.png","manifest-native","manifest-confirmed"
"526adb9f-2ab1-476b-8ee4-6c1fceeb63dd.fddc9.png","images/texture/free_spins/nl/free_spins.png","texture/free_spins/nl/free_spins","image/png","29847","cb091cb74f3eb245f9453501cf152d917614a4b99b7b0677f5603743182e7d63","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/52/526adb9f-2ab1-476b-8ee4-6c1fceeb63dd.fddc9.png","manifest-native","manifest-confirmed"
"fd5161dd-62e0-44af-a22a-ce4f147c3dd4.8213c.png","images/texture/free_spins/no/free_spins.png","texture/free_spins/no/free_spins","image/png","28680","62843c3ac35281b2e3f4ff0633c0cb3e1d9e3dad46d74cb332a2da923c4f2191","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/fd/fd5161dd-62e0-44af-a22a-ce4f147c3dd4.8213c.png","manifest-native","manifest-confirmed"
"1481fdf2-a54c-4b84-98e8-fccdff8a4991.1c1c7.png","images/texture/free_spins/pl/free_spins.png","texture/free_spins/pl/free_spins","image/png","28141","1820cc896a4e4232d654243c3cb178d60a05a79c6ed36c628222037dc15d7a46","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/14/1481fdf2-a54c-4b84-98e8-fccdff8a4991.1c1c7.png","manifest-native","manifest-confirmed"
"5ef1cdad-d681-4c8e-8a24-372310ccc350.6b19a.png","images/texture/free_spins/pt/free_spins.png","texture/free_spins/pt/free_spins","image/png","26951","83eef27ab56f6bcf82bd7381920846af5bb2588c0ce7dba801200dc6eaea7703","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/5e/5ef1cdad-d681-4c8e-8a24-372310ccc350.6b19a.png","manifest-native","manifest-confirmed"
"5b115431-b2b0-4f42-a1f8-13fbc4965944.a8498.png","images/texture/free_spins/ro/free_spins.png","texture/free_spins/ro/free_spins","image/png","43097","79c92d65012d4157345475c1c8e27262149868a82d745272b1ccab792a87b48e","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/5b/5b115431-b2b0-4f42-a1f8-13fbc4965944.a8498.png","manifest-native","manifest-confirmed"
"5320aa81-e870-46ff-94c4-fb663ea26a45.49357.png","images/texture/free_spins/ru/free_spins.png","texture/free_spins/ru/free_spins","image/png","28222","abebb61ea55712b620d7d3e9eaeb39beab81fc88e5c25ae76340b85ee66cb858","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/53/5320aa81-e870-46ff-94c4-fb663ea26a45.49357.png","manifest-native","manifest-confirmed"
"d0b04426-61d3-4c30-815b-70d9f44072a8.f0daf.png","images/texture/free_spins/sv/free_spins.png","texture/free_spins/sv/free_spins","image/png","46602","09bbb448684f266f580010287f14601a6b727b8e267809ac16070bee0952d650","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/d0/d0b04426-61d3-4c30-815b-70d9f44072a8.f0daf.png","manifest-native","manifest-confirmed"
"20aeded2-4eed-43e9-a4f8-77c755a457b5.4bfd1.png","images/texture/free_spins/th/free_spins.png","texture/free_spins/th/free_spins","image/png","44681","150b1aaffa0a9d9cb089fd45789058f843dc66ef826a34a124b288a6c8f6c346","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/20/20aeded2-4eed-43e9-a4f8-77c755a457b5.4bfd1.png","manifest-native","manifest-confirmed"
"fb5c5449-48fb-4e07-a2e0-966c31e5aa58.a9105.png","images/texture/free_spins/tr/free_spins.png","texture/free_spins/tr/free_spins","image/png","32584","decda4fce6debe4da41ca4a9d975d6dba7630ec13496a3aa95c7febd92e420a2","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/fb/fb5c5449-48fb-4e07-a2e0-966c31e5aa58.a9105.png","manifest-native","manifest-confirmed"
"a1dac0d4-0e5b-4d1b-92a1-1d02060a9e98.93b1c.png","images/texture/free_spins/uk/free_spins.png","texture/free_spins/uk/free_spins","image/png","215006","c957fb3e8183a3d20f6eb6d964af8f1c19c899f228cc9d2fd1372c46bf7c619b","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/a1/a1dac0d4-0e5b-4d1b-92a1-1d02060a9e98.93b1c.png","manifest-native","manifest-confirmed"
"8bf12e4d-577d-4dea-aad8-8b2ed5786dca.ad8d5.png","images/texture/free_spins/vi/free_spins.png","texture/free_spins/vi/free_spins","image/png","31637","f4f012f34335102fdfdd3de44344fd9e46c8be8f1b51e3a21ac1c2e46214cd85","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/8b/8bf12e4d-577d-4dea-aad8-8b2ed5786dca.ad8d5.png","manifest-native","manifest-confirmed"
"1875daa8-8c5f-404e-8948-e069ff83a955.392e7.png","images/texture/free_spins/zh/free_spins.png","texture/free_spins/zh/free_spins","image/png","60910","9e04e7fb2fca163f10a391955956973657c7e08b002bc9c94156f106352a1ef0","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/18/1875daa8-8c5f-404e-8948-e069ff83a955.392e7.png","manifest-native","manifest-confirmed"
"6e5d827a-507d-4b18-aa6a-da9d60b314c6.dc945.png","images/texture/info_message/ar/info_message.png","texture/info_message/ar/info_message","image/png","323768","1a825c30ade8e93bcd4777f0324cf2c52ecbfbc72a4fc3a77f4ee57d368a5bc5","https://static11130rc3.pgf-asu2nd.com/65/assets/resources/native/6e/6e5d827a-507d-4b18-aa6a-da9d60b314c6.dc945.png","manifest-native","manifest-confirmed"
